plot_id,panel,series,x_index,x_value,y,yerr,unit,p_value,stars
channel_ranking,acc,fbcca,0,Oz,62.297619047619044,26.012458409968588,percent,2.0574077413531176e-07,****
channel_ranking,acc,fbcca,1,POz,62.452380952380956,27.511281744936927,percent,1.7954496480857473e-08,****
channel_ranking,acc,fbcca,2,PO3,53.78571428571428,28.515019303231742,percent,0.00023689583422002036,***
channel_ranking,acc,fbcca,3,PO4,50.5,24.081959388178035,percent,0.02797548382224581,*
channel_ranking,acc,fbcca,4,O2,47.80952380952381,27.024888458082525,percent,8.510629509624568e-05,****
channel_ranking,acc,fbcca,5,O1,47.285714285714285,28.88738335964244,percent,1.011528722317204e-05,****
channel_ranking,acc,fbcca,6,PO5,40.08333333333333,26.370482917099668,percent,0.0021909999581952227,**
channel_ranking,acc,fbcca,7,Pz,35.1904761904762,26.83394661511877,percent,1.6906474828232885e-06,****
channel_ranking,acc,fbcca,8,PO6,36.976190476190474,21.824777280910443,percent,0.9727604181991558,
channel_ranking,acc,phase,0,Oz,65.54761904761907,26.222318782561306,percent,2.0574077413531176e-07,****
channel_ranking,acc,phase,1,POz,64.6309523809524,27.854182968994344,percent,1.7954496480857473e-08,****
channel_ranking,acc,phase,2,PO3,55.488095238095234,29.228311206837365,percent,0.00023689583422002036,***
channel_ranking,acc,phase,3,PO4,51.20238095238096,24.73940393197521,percent,0.02797548382224581,*
channel_ranking,acc,phase,4,O2,49.54761904761905,28.057766666435217,percent,8.510629509624568e-05,****
channel_ranking,acc,phase,5,O1,49.26190476190475,29.273628401593548,percent,1.011528722317204e-05,****
channel_ranking,acc,phase,6,PO5,41.16666666666667,26.626386551395097,percent,0.0021909999581952227,**
channel_ranking,acc,phase,7,Pz,37.154761904761905,28.190688669092882,percent,1.6906474828232885e-06,****
channel_ranking,acc,phase,8,PO6,36.988095238095234,22.39310248154179,percent,0.9727604181991558,
channel_ranking,itr,fbcca,0,Oz,59.67479699231295,33.50716543765372,bits_per_min,1.4502648493701667e-07,****
channel_ranking,itr,fbcca,1,POz,60.46764816923407,37.00454834610709,bits_per_min,6.174637920096855e-07,****
channel_ranking,itr,fbcca,2,PO3,49.38713080840798,35.633138494735896,bits_per_min,4.9523116685983955e-05,****
channel_ranking,itr,fbcca,3,PO4,43.298585788091536,29.476455055631856,bits_per_min,0.01056961904083956,*
channel_ranking,itr,fbcca,4,O2,41.64661132385366,32.05556891265837,bits_per_min,4.761501741615786e-05,****
channel_ranking,itr,fbcca,5,O1,41.7125610179024,35.539240172379145,bits_per_min,1.8751849543091654e-05,****
channel_ranking,itr,fbcca,6,PO5,32.61679560406651,29.444888195516256,bits_per_min,0.002554907840939279,**
channel_ranking,itr,fbcca,7,Pz,27.638868903528042,30.369302445225507,bits_per_min,8.398023495251238e-05,****
channel_ranking,itr,fbcca,8,PO6,27.58593300333716,23.779428176049215,bits_per_min,0.6217412867121463,
channel_ranking,itr,phase,0,Oz,64.43396554575263,34.74498377987139,bits_per_min,1.4502648493701667e-07,****
channel_ranking,itr,phase,1,POz,63.92568814165397,38.81095294144861,bits_per_min,6.174637920096855e-07,****
channel_ranking,itr,phase,2,PO3,51.92354452342683,36.8972810582414,bits_per_min,4.9523116685983955e-05,****
channel_ranking,itr,phase,3,PO4,44.41980849028986,30.66184996969207,bits_per_min,0.01056961904083956,*
channel_ranking,itr,phase,4,O2,44.14897089794227,33.94823254443125,bits_per_min,4.761501741615786e-05,****
channel_ranking,itr,phase,5,O1,44.14664713792782,36.50535439713152,bits_per_min,1.8751849543091654e-05,****
channel_ranking,itr,phase,6,PO5,33.89616695673493,29.92057446287308,bits_per_min,0.002554907840939279,**
channel_ranking,itr,phase,7,Pz,30.149109013732883,33.20602341186864,bits_per_min,8.398023495251238e-05,****
channel_ranking,itr,phase,8,PO6,27.787837341228723,24.81158343268781,bits_per_min,0.6217412867121463,
