plot_id,panel,series,x_index,x_value,y,yerr,unit,p_value,stars
best_channel_Oz_subjects,acc,fbcca,0,1,52.5,5.244044240850757,percent,0.0008820679301849906,***
best_channel_Oz_subjects,acc,fbcca,1,2,76.25,7.541551564499178,percent,0.10986650103422634,
best_channel_Oz_subjects,acc,fbcca,2,3,92.91666666666667,3.6799003609699343,percent,0.0755868184216124,
best_channel_Oz_subjects,acc,fbcca,3,4,47.5,15.811388300841896,percent,0.28559094064520096,
best_channel_Oz_subjects,acc,fbcca,4,5,90.83333333333331,4.654746681256312,percent,0.4149542700797936,
best_channel_Oz_subjects,acc,fbcca,5,6,85.83333333333334,5.163977794943222,percent,0.11738679514629331,
best_channel_Oz_subjects,acc,fbcca,6,7,52.5,8.366600265340757,percent,0.28922458913779103,
best_channel_Oz_subjects,acc,fbcca,7,8,72.91666666666666,10.537630979810721,percent,0.030242939101223627,*
best_channel_Oz_subjects,acc,fbcca,8,9,51.66666666666667,11.254628677422753,percent,0.017132991171503343,*
best_channel_Oz_subjects,acc,fbcca,9,10,82.91666666666667,6.208193510729726,percent,0.015452621285895014,*
best_channel_Oz_subjects,acc,fbcca,10,11,6.666666666666667,3.763863263545405,percent,0.030099247897462544,*
best_channel_Oz_subjects,acc,fbcca,11,12,25.41666666666667,10.537630979810721,percent,0.11028323452805565,
best_channel_Oz_subjects,acc,fbcca,12,13,10.0,3.872983346207417,percent,0.7411538220687439,
best_channel_Oz_subjects,acc,fbcca,13,14,44.99999999999999,12.649110640673516,percent,0.012874342364487175,*
best_channel_Oz_subjects,acc,fbcca,14,15,72.08333333333331,7.651252620758685,percent,0.03353239760371792,*
best_channel_Oz_subjects,acc,fbcca,15,16,57.91666666666667,15.605821563335482,percent,0.010819897411903737,*
best_channel_Oz_subjects,acc,fbcca,16,17,64.16666666666666,9.958246164193104,percent,0.00459584394424428,**
best_channel_Oz_subjects,acc,fbcca,17,18,49.99999999999999,12.549900398011133,percent,0.048249453069580166,*
best_channel_Oz_subjects,acc,fbcca,18,19,52.916666666666664,9.140113055464177,percent,0.36321746764912244,
best_channel_Oz_subjects,acc,fbcca,19,20,82.91666666666667,9.541575690978227,percent,0.15270488809703778,
best_channel_Oz_subjects,acc,fbcca,20,21,72.91666666666666,6.59861096494305,percent,0.09251500555042781,
best_channel_Oz_subjects,acc,fbcca,21,22,85.83333333333334,10.327955589886443,percent,0.042193996705524414,*
best_channel_Oz_subjects,acc,fbcca,22,23,71.66666666666667,8.465616732800198,percent,0.10193947882985824,
best_channel_Oz_subjects,acc,fbcca,23,24,86.66666666666667,6.831300510639732,percent,0.010819897411903718,*
best_channel_Oz_subjects,acc,fbcca,24,25,37.50000000000001,9.219544457292887,percent,0.0667530549849506,
best_channel_Oz_subjects,acc,fbcca,25,26,52.916666666666664,17.565354157165935,percent,0.1805665261902899,
best_channel_Oz_subjects,acc,fbcca,26,27,93.33333333333333,8.465616732800195,percent,0.042193996705524414,*
best_channel_Oz_subjects,acc,fbcca,27,28,82.91666666666667,10.41833320002133,percent,0.059916146302607685,
best_channel_Oz_subjects,acc,fbcca,28,29,14.16666666666667,2.5819888974716108,percent,0.011724811003954652,*
best_channel_Oz_subjects,acc,fbcca,29,30,80.0,8.062257748298551,percent,0.5006803901900951,
best_channel_Oz_subjects,acc,fbcca,30,31,93.75,1.3693063937629102,percent,0.025031015818452875,*
best_channel_Oz_subjects,acc,fbcca,31,32,98.75000000000001,2.091650066335191,percent,,
best_channel_Oz_subjects,acc,fbcca,32,33,18.75,7.026734661277597,percent,0.025031015818452934,*
best_channel_Oz_subjects,acc,fbcca,33,34,38.33333333333333,20.534523775015252,percent,0.18009031921797503,
best_channel_Oz_subjects,acc,fbcca,34,35,80.00000000000001,8.366600265340757,percent,0.0007461244029850116,***
best_channel_Oz_subjects,acc,phase,0,1,59.583333333333336,6.003471218109293,percent,0.0008820679301849906,***
best_channel_Oz_subjects,acc,phase,1,2,79.16666666666666,5.627314338711378,percent,0.10986650103422634,
best_channel_Oz_subjects,acc,phase,2,3,94.16666666666666,3.027650354097489,percent,0.0755868184216124,
best_channel_Oz_subjects,acc,phase,3,4,45.83333333333333,14.023789311975085,percent,0.28559094064520096,
best_channel_Oz_subjects,acc,phase,4,5,92.08333333333334,5.342440141608202,percent,0.4149542700797936,
