plot_id,panel,series,x_index,x_value,y,yerr,unit,p_value,stars
9ch_subjects,itr,phase,2,3,119.81353250892404,2.7908965331402045,bits_per_min,,
9ch_subjects,itr,phase,3,4,118.67415377040804,3.530235903436259,bits_per_min,,
9ch_subjects,itr,phase,4,5,119.81353250892404,2.7908965331402045,bits_per_min,,
9ch_subjects,itr,phase,5,6,116.58829366412368,5.211509712172663,bits_per_min,0.7276387838594387,
9ch_subjects,itr,phase,6,7,97.91696739343588,10.021095513254314,bits_per_min,0.5633419627009499,
9ch_subjects,itr,phase,7,8,84.91071641092184,7.5315682388846925,bits_per_min,0.5238317292638826,
9ch_subjects,itr,phase,8,9,98.48630902800083,7.160124495853655,bits_per_min,0.6754936926657501,
9ch_subjects,itr,phase,9,10,117.7276724026397,5.309442021600717,bits_per_min,0.0786578192107709,
9ch_subjects,itr,phase,10,11,45.961122224152746,18.093860530047355,bits_per_min,0.6973469254044449,
9ch_subjects,itr,phase,11,12,120.95291124744006,0.0,bits_per_min,,
9ch_subjects,itr,phase,12,13,106.74844753695726,12.025540597926849,bits_per_min,0.09531986640573256,
9ch_subjects,itr,phase,13,14,115.64181229635534,6.176511635511783,bits_per_min,0.17696191439534711,
9ch_subjects,itr,phase,14,15,95.18220248700008,20.7900957128959,bits_per_min,0.436289680542616,
9ch_subjects,itr,phase,15,16,68.5055337741159,12.937361012320702,bits_per_min,0.13749824902642027,
9ch_subjects,itr,phase,16,17,95.27780137636285,6.2932380650022175,bits_per_min,0.5353976709815562,
9ch_subjects,itr,phase,17,18,79.32072800420987,16.391414839038458,bits_per_min,0.018577364889601204,*
9ch_subjects,itr,phase,18,19,46.57582842922046,13.935286170552224,bits_per_min,0.8004003246439458,
9ch_subjects,itr,phase,19,20,114.30953618709167,3.968907548469494,bits_per_min,0.36321746764912244,
9ch_subjects,itr,phase,20,21,85.12401157442936,11.024760741843494,bits_per_min,0.31905952813658883,
9ch_subjects,itr,phase,21,22,118.67415377040804,3.530235903436259,bits_per_min,,
9ch_subjects,itr,phase,22,23,111.81315186823691,8.146417792073509,bits_per_min,0.17696191439534711,
9ch_subjects,itr,phase,23,24,115.71689350320666,6.98294964844533,bits_per_min,0.36321746764912244,
9ch_subjects,itr,phase,24,25,119.81353250892404,2.7908965331402045,bits_per_min,0.36321746764912244,
9ch_subjects,itr,phase,25,26,115.25601755486001,2.7908965331402045,bits_per_min,0.36321746764912244,
9ch_subjects,itr,phase,26,27,119.81353250892404,2.7908965331402045,bits_per_min,,
9ch_subjects,itr,phase,27,28,114.30953618709167,3.968907548469494,bits_per_min,0.36321746764912244,
